Frequency,Algorithm,Behavior,Model_ID,Reward,Avg_Speed,Crashed
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,71.47247625276721,23.047251875606403,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,12.956105743931836,25.135049283813146,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,51.47674645707416,20.83932411674347,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,64.78035128203884,22.487539378327455,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,75.41425687490789,23.625384987113126,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,86.723954926712,24.794438072210905,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-6.004993916315151,21.299166595017816,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,40.73969634523206,23.45276272419703,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,86.12764056495385,24.706022437878172,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.22184883202935,23.61575199600891,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,29.844445774126992,22.679514966025597,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,72.63018946381648,23.151373141553105,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,68.96559926670312,22.755990783410137,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,73.97586516194544,23.400569813057487,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,53.208318003309394,21.03922330506121,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,64.27594786702228,22.22265745007678,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,68.77346656228819,22.922657449359157,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-12.002521889568385,22.47486298071252,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,50.12395975833772,25.63648512693007,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,6.762191367179582,25.371714796431558,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-15.931310493610424,23.735000108729714,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,55.90157264590202,21.272657450076807,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-16.086769876566645,23.95065460977342,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,0.9368435834120881,23.157419086560942,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-16.549444333024702,22.61258216573705,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-25.88562552932049,26.58477441536751,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,90.6520677163537,25.23916450825692,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.17993502620438,23.53932411162008,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,84.11473759621957,24.48260654757733,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,82.09901378699495,24.23225685011066,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,80.44627314449434,24.062692457464482,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,15.926229359521749,23.18643981148453,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,63.76798950458945,22.26365679371164,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,84.89388687345442,24.553830095587603,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,103.26310887838851,26.596730070603506,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,61.45150724487202,22.155990783410136,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,69.98404639894017,22.890605223753894,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,41.64971055268012,24.1317992373972,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,97.65032686961104,26.009447248870448,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-1.0800041265510032,23.197174896222723,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,70.96035050042882,22.955990782832558,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,83.97655472500291,24.489322117307346,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,86.59290866699712,24.710642619344483,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,92.26345303164501,25.395618550611314,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,65.05921861686602,25.990424749778064,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,70.64478668481362,23.00599078340798,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,79.40390706962589,24.05739010544794,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,56.117193947341775,21.44638586242094,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,79.69009741471578,23.99539853443143,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.82150239873421,23.722657450073765,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,71.33423624618872,23.122344632261463,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,69.0638323692455,22.8726369915405,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,77.30165653873757,23.689254519073135,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.14040706989604,23.63687470543849,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,66.1518031550762,22.422657449851354,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,72.5083538390489,23.218964682812494,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,65.28766268298008,22.422657450076805,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,80.25208020670243,24.10209730812722,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,33.185503145586864,23.141869020406798,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,69.04291941807715,22.872449956631876,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-14.924285053370166,21.939518684107714,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-0.2235967029534116,23.35478535476607,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,80.89213535608569,24.104427370825462,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,19.778492316611207,22.91533597685136,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-21.164869345213347,23.797943102126084,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,57.88090364859638,21.5893241010961,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,22.081583201079482,21.721887706331486,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,88.69980896556035,24.992026233339214,0
